0.74035,1.0226,77.059998,0.63268,0.98571,30.5837,0.9177,6.3368,50.623001
0.74399,1.0252,77.060997,0.63662,0.99473,30.696199,0.9215,6.3355,50.702999
0.74305,1.0293,76.958,0.63484,1.0016,30.901199,0.9219,6.3409,50.948002
0.7391,1.0277,76.838997,0.63383,1.0002,30.805201,0.91615,6.3476,51.228001
0.7416,1.03931,76.900002,0.63943,1.015,31.08,0.9176,6.3511,52.057999
0.73954,1.03784,76.970001,0.63902,1.0153,31.0112,0.91329,6.3517,52.483002
0.74895,1.04791,77.272003,0.64397,1.031,31.389999,0.91961,6.3475,52.257999
0.75013,1.0477,77.166,0.64612,1.03,31.442499,0.9205,6.3525,52.063
0.75112,1.04104,77.667,0.64558,1.0175,31.4762,0.9277,6.3722,52.228001
0.75092,1.0348,78.081001,0.64512,1.0093,31.364201,0.9227,6.3764,51.943001
0.75052,1.03212,77.959999,0.64111,0.9982,30.791,0.92119,6.3651,51.903
0.74383,1.018,77.583,0.63665,0.97515,30.6737,0.91371,6.378,51.73
0.74256,1.01423,77.75,0.63763,0.97819,30.259701,0.91553,6.37,51.299999
0.74521,1.0171,78.080002,0.64062,0.97656,30.934999,0.92013,6.3525,51.103001
0.74701,1.0169,77.811996,0.63926,0.97498,30.9555,0.9216,6.34,51.200001
0.7456,1.00904,77.75,0.64074,0.9757,30.998501,0.9251,6.334,51.200001
0.74606,1.00945,77.672997,0.63693,0.97309,30.875999,0.92417,6.368,51.599998
0.74932,1.0223,77.68,0.63947,0.98249,31.067499,0.9256,6.355,51.700001
0.74785,1.0184,77.612,0.63881,0.97972,31.4137,0.92552,6.3545,51.868
0.75924,1.0276,77.939003,0.64182,0.99586,31.5825,0.9386,6.3655,52.650002
0.7681,1.0344,77.960999,0.64599,1.0011,31.5987,0.94619,6.3615,53.099998
0.76994,1.0388,78.108002,0.6462,1.0098,31.775,0.9538,6.371,53.709999
0.76748,1.0333,77.839996,0.64421,1.0062,31.6737,0.9397,6.373,53.209999
0.76705,1.0384,77.809998,0.64412,1.0036,31.883699,0.9363,6.3385,52.493
0.76877,1.0378,78.010002,0.64475,1.0083,32.084702,0.9367,6.3,52.700001
0.76406,1.0285,77.839996,0.63812,0.99216,31.9077,0.9313,6.347,52.709999
0.76687,1.0273,78.07,0.63812,0.99264,31.635,0.9363,6.3312,52.393002
0.76593,1.021,78.160004,0.63776,0.98678,31.317499,0.9354,6.322,52.509998
0.76658,1.0204,78.080002,0.64115,0.98445,30.932699,0.9365,6.34,52.783001
0.76625,1.0205,78.029999,0.64025,0.98425,31.0375,0.9366,6.3274,52.700001
0.76499,1.0194,77.870003,0.63837,0.98542,31.360201,0.9342,6.32,52.849998
0.77356,1.0253,77.945999,0.6475,0.99217,31.724501,0.9434,6.317,52.860001
0.77184,1.0203,77.658997,0.64868,0.9861,31.964199,0.94019,6.309,53
0.7716,1.0209,77.019997,0.64466,0.97962,31.988701,0.9381,6.285,53.007999
0.77274,1.0174,76.93,0.64433,0.97523,31.988701,0.9394,6.284,53.298
0.76593,1.0111,76.722,0.63922,0.96432,31.749001,0.9319,6.297,53.049999
0.77331,1.0134,76.709999,0.64064,0.967,31.751301,0.9421,6.296,52.849998
0.78149,1.0196,77.151001,0.64509,0.97494,32.002602,0.9521,6.3085,52.759998
0.78862,1.0291,76.910004,0.64853,0.98058,31.922899,0.9585,6.2994,52.673
0.78272,1.0224,76.860001,0.64687,0.97523,31.8438,0.9479,6.313,52.380001
0.7842,1.0167,76.849998,0.64622,0.97106,31.5502,0.95068,6.312,51.599998
0.78592,1.0182,76.858002,0.65206,0.96944,31.6952,0.9532,6.316,51.75
0.78,1.018,76.778999,0.6518,0.96743,31.4627,0.9438,6.3178,51.450001
0.7907,1.0243,76.910004,0.65359,0.97265,31.224001,0.9544,6.296,51.432999
0.78945,1.0176,76.82,0.65253,0.96899,31.569,0.9554,6.3061,51.380001
0.78456,1.0148,76.82,0.65195,0.96341,31.5452,0.949,6.317,50.650002
0.77724,1.0115,76.766998,0.64809,0.95979,31.3575,0.9388,6.311,50.360001
0.77131,1.0115,77.080002,0.64565,0.96007,31.291201,0.9322,6.3072,50.303001
0.77611,1.015,76.959999,0.64327,0.95529,31.2556,0.93695,6.3246,50.223
0.76764,1.00739,77,0.64189,0.94976,30.825199,0.92746,6.314,49.84
0.76681,1.009,77.686996,0.63992,0.9542,30.755199,0.9275,6.322,50
0.76293,1.0044,77.769997,0.63853,0.94403,30.4452,0.9217,6.3135,50
0.76378,1.0024,77.459999,0.63767,0.94199,30.3127,0.9185,6.334,52.493
0.75712,1.0014,76.732002,0.63597,0.9401,30.1136,0.9131,6.324,49.388
0.76106,1.0024,76.360001,0.6366,0.94464,30.35,0.9203,6.3136,52.493
0.7647,1.00298,76.269997,0.6345,0.94268,30.048201,0.9204,6.3086,49.5
0.7593,0.9975,76.189003,0.6312,0.93301,30.1252,0.9144,6.3068,49.009998
0.7612,0.9994,76.18,0.6328,0.93414,30.1586,0.9173,6.3042,49
0.76178,0.9935,76.551003,0.63279,0.93006,30.173401,0.9191,6.3046,48.653
0.7621,0.9962,76.550003,0.6324,0.93266,29.9575,0.9194,6.3115,49.053001
0.7548,0.99506,76.790001,0.6292,0.9261,29.7402,0.91223,6.3085,49.042999
0.7548,0.9963,77.059998,0.6324,0.92696,29.725201,0.9133,6.2984,49.147999
0.7531,0.9952,77.632004,0.6324,0.92858,29.7092,0.9121,6.2954,49.487999
0.75547,1.0001,77.699997,0.63363,0.93379,29.982201,0.9138,6.2933,49.353001
0.76,1.0009,77.510002,0.6359,0.93414,29.901199,0.91857,6.2951,49.188
0.7614,0.9985,78.360001,0.6373,0.93423,30.033199,0.9195,6.2972,49.358002
0.76581,1.0003,78.480003,0.6374,0.93569,30.0812,0.9243,6.2981,49.283001
0.7618,0.9967,78.823997,0.6326,0.93018,30.034201,0.9191,6.3011,49.283001
0.75602,0.9914,79.788002,0.63015,0.92563,29.873199,0.9145,6.2977,49.318001
0.7573,0.9949,79.585999,0.63178,0.93266,29.777201,0.9136,6.2994,49.147999
0.7551,0.9966,79.830002,0.6333,0.93721,29.7332,0.9116,6.2968,49.303001
0.75439,0.9999,80.279999,0.63808,0.94118,29.6782,0.9106,6.2959,49.217999
0.74774,0.9972,79.93,0.6351,0.93214,29.5312,0.9008,6.2985,49.092999
0.74255,0.9996,81.471001,0.62945,0.935,29.1402,0.8942,6.2972,49.007999
0.7459,0.9981,80.463997,0.6316,0.92944,28.998199,0.8985,6.3018,49.173
0.74195,0.9937,80.480003,0.62806,0.92596,28.998199,0.8941,6.2984,49.068001
0.7507,0.9884,81.276001,0.628,0.931,29.1882,0.90447,6.2943,49.002998
0.7506,0.98525,81.120003,0.6266,0.92526,29.120199,0.90549,6.2992,49.198002
0.75837,0.9894,81.626999,0.63159,0.93261,29.3302,0.9147,6.2984,49.518002
0.7561,0.9938,81.517998,0.6299,0.93659,29.336201,0.91174,6.3077,49.833
0.762,1.0011,80.660004,0.636,0.94643,29.6322,0.91848,6.3144,50.358002
0.76104,0.9982,81.337997,0.6355,0.94618,29.6082,0.91698,6.3102,50.278
0.7533,0.9903,81.580002,0.6319,0.93944,29.343201,0.9081,6.3165,50.073002
0.7619,0.9903,82.373001,0.63804,0.94667,29.4482,0.9188,6.311,49.752998
0.7594,0.9914,82.362999,0.6388,0.9494,29.6082,0.9152,6.3252,49.967999
0.7645,0.9882,82.959999,0.6367,0.9485,29.4252,0.9234,6.3267,49.830002
0.7679,0.9937,83.839996,0.6388,0.95785,29.568199,0.9314,6.3317,49.908001
0.7646,0.9922,83.491997,0.6368,0.95048,29.4202,0.9232,6.3292,50.377998
0.75889,0.99095,83.449997,0.63143,0.94322,29.2082,0.9155,6.3229,50.132999
0.7559,0.9876,83.370003,0.6294,0.94341,29.099199,0.9117,6.3186,50.228001
0.75542,0.991,83.650002,0.6304,0.95373,29.239201,0.9109,6.3207,50.388
0.7565,0.9919,83.203003,0.6299,0.95611,29.252001,0.9122,6.3198,50.627998
0.7573,0.9987,82.510002,0.6318,0.9614,29.436199,0.9128,6.3001,51.119999
0.75284,0.9964,82.588997,0.6298,0.95341,29.270201,0.9072,6.3045,51.167999
0.7485,0.9913,82.987,0.6265,0.94994,28.944,0.9029,6.306,51.022999
0.75026,0.9955,83.047997,0.6268,0.95756,29.0322,0.9045,6.3031,50.678001
0.7504,0.9977,82.832001,0.6292,0.96228,29.3592,0.9044,6.3016,50.772999
0.7511,0.9964,82.273003,0.6266,0.96386,29.409201,0.9054,6.306,51.338001
0.7486,0.9961,82.870003,0.62445,0.95914,29.336201,0.9012,6.2953,50.868
0.75,0.99,81.540001,0.6235,0.95884,29.283199,0.9028,6.2956,50.868
0.75613,0.9909,82.830002,0.62867,0.96995,29.2722,0.91086,6.2952,50.25
0.7608,0.9963,82.440002,0.6288,0.97267,29.4272,0.9155,6.2962,51.108002
0.7654,0.9931,82.269997,0.6317,0.97133,29.3792,0.9199,6.3107,51.033001
0.76458,0.9974,81.330002,0.6297,0.97201,29.5432,0.9185,6.3065,51.033001
0.7627,0.9965,81.642998,0.62861,0.96992,29.593201,0.917,6.3067,51.049999
0.7649,1.0048,80.694,0.6307,0.97714,29.8272,0.9188,6.3095,51.473
0.7622,1.0033,81.008003,0.628,0.96899,29.6112,0.9171,6.3067,51.458
0.7582,0.9947,80.93,0.6266,0.95795,29.401199,0.9111,6.3058,51.228001
0.7659,0.99895,80.902,0.6309,0.96677,29.6292,0.9216,6.2992,51.542999
0.7618,0.9997,80.380997,0.6291,0.96581,29.5882,0.9156,6.3123,51.667999
0.7613,0.9889,81.059998,0.62727,0.96091,29.488001,0.9147,6.3003,51.467999
0.7622,0.9908,81.300003,0.6241,0.96411,29.4872,0.9161,6.3011,51.787998
0.7607,0.9944,81.609001,0.6226,0.96652,29.4762,0.9145,6.303,52.138
0.7573,0.9931,81.599998,0.6199,0.96302,29.426001,0.90968,6.3074,52.068001
0.76034,0.991,81.080002,0.6203,0.96984,29.468201,0.9136,6.3057,52.498001
0.7577,0.9867,81.389999,0.6194,0.96768,29.343201,0.9105,6.3053,52.673
0.7557,0.9825,81.300003,0.61812,0.96506,29.3372,0.90804,6.3015,52.537998
0.7581,0.9858,81.057999,0.6181,0.9646,29.3102,0.9109,6.2952,52.403
0.7552,0.9809,80.349998,0.6142,0.95636,29.270201,0.9071,6.3042,52.537998
0.7553,0.98779,79.920998,0.616,0.95951,29.3792,0.9074,6.2864,52.658001
0.7553,0.9855,80.209999,0.6164,0.9674,29.3032,0.90747,6.2875,52.529999
0.7606,0.9866,80.121002,0.61755,0.97014,29.323,0.9138,6.291,52.958
0.7601,0.9878,80.209999,0.61759,0.9739,29.519199,0.9133,6.2886,53.408001
0.77099,0.9981,79.818001,0.62023,0.98775,29.753201,0.92621,6.291,53.467999
0.7656,0.99233,79.919998,0.6175,0.97889,30.009001,0.91977,6.2986,52.903
0.7695,0.9995,79.860001,0.6193,0.98981,30.1222,0.9243,6.3082,53.118
0.773,1.0019,79.709999,0.61965,0.99457,30.353201,0.9284,6.3098,53.818001
0.7731,1.0029,79.869003,0.6197,0.99401,30.138201,0.9286,6.3144,53.252998
0.7752,1.0002,80.029999,0.622,0.99754,30.166201,0.9311,6.3104,53.627998
0.7793,1.0022,79.849998,0.6212,1.0026,30.374201,0.9361,6.3214,53.958
0.7852,1.0069,80.324997,0.6255,1.0054,30.6632,0.943,6.3185,53.787998
0.7855,1.0117,80.349998,0.6281,1.0069,31.0182,0.9433,6.3181,54.487999
0.7875,1.0187,79.407997,0.6335,1.0106,31.0942,0.9457,6.3207,54.467999
0.7829,1.0212,79.169998,0.6324,1.0164,31.235201,0.9404,6.3283,54.417999
0.7806,1.0175,79.410004,0.6318,1.0083,31.0762,0.9373,6.3237,55.028
0.7896,1.0219,80.003998,0.63448,1.0233,31.237101,0.9485,6.3187,55.388
0.7961,1.0261,79.419998,0.6376,1.0279,31.6392,0.95628,6.3305,55.993
0.7977,1.0264,79.660004,0.6386,1.0241,31.753201,0.9586,6.3403,55.560001
0.7956,1.0256,79.589996,0.6377,1.0184,32.049198,0.9562,6.3409,55.368
0.7984,1.0254,79.560997,0.6382,1.0182,32.071201,0.9597,6.339,55.368
0.8014,1.0238,79.5,0.6396,1.0176,32.265202,0.9626,6.3415,55.667999
0.8081,1.0301,78.982002,0.64587,1.0304,32.766201,0.97067,6.3507,56.228001
0.8089,1.033,78.528,0.6495,1.0287,33.314701,0.9716,6.3686,56.077999
0.8063,1.04369,78.099998,0.6514,1.0369,33.623699,0.96856,6.3697,55.537998
0.7994,1.0379,78.361,0.65,1.0258,33.439201,0.95939,6.3641,55.647999
0.8024,1.03679,78.730003,0.65,1.0229,33.058601,0.9637,6.3675,55.638
0.7953,1.0285,79.269997,0.6459,1.0092,32.319199,0.9551,6.3639,55.358002
0.7955,1.0272,79.690002,0.6442,1.0091,32.416199,0.9556,6.3688,54.938
0.7908,1.0215,79.559998,0.6436,1.0014,32.041199,0.9497,6.3739,55.417999
0.8014,1.0307,79.306999,0.64574,1.0124,32.731201,0.9625,6.3728,55.658001
0.7997,1.0263,79.527,0.6423,1.0047,32.870201,0.9606,6.3707,55.798
0.7953,1.0283,79.372002,0.6443,1.0051,32.470001,0.9551,6.3522,55.678001
0.7919,1.02315,79.421997,0.6429,0.99848,32.4967,0.95097,6.3736,55.798
0.7871,1.02033,79.052002,0.6363,0.98869,32.327999,0.94541,6.3668,55.388
0.7938,1.0221,79,0.6375,0.98883,32.373699,0.9532,6.3576,55.903
0.7886,1.0178,79.033997,0.63614,0.98213,32.3032,0.947,6.3547,55.948002
0.7886,1.0196,79.420998,0.6367,0.98075,32.5522,0.94714,6.3499,56.147999
0.7967,1.0286,80.019997,0.641,0.99558,33.168701,0.9571,6.3649,56.298
0.7976,1.0266,80.559998,0.6417,0.99651,33.093201,0.9578,6.3642,57.118
0.7997,1.02871,79.650002,0.6424,0.9986,33.1698,0.96042,6.3634,57.007999
